TopicID,Parent,Sibling,Title,Description,TranslateTo,Links
constructionOnProjectionImage,spatialConstructions,1,Konstrukcijas projekcijas zīmējumā,Konstrukcijas projekcijas zīmējumā,,https://problems.ru/view_by_subject_new.php?parent=1051
costructionOfIntersections,spatialConstructions,2,Šķēlumu konstruēšana,Šķēlumu konstruēšana,,https://problems.ru/view_by_subject_new.php?parent=1048
otherSpatialConstructions,spatialConstructions,3,Citas konstrukcijas telpā,Citas konstrukcijas telpā,,https://problems.ru/view_by_subject_new.php?parent=1052
smallestLargestDistance,stereometryExtremes,1,Lielākais/mazākais attālums,Lielākais/mazākais attālums,,https://problems.ru/view_by_subject_new.php?parent=793
shortestPathOnSurface,stereometryExtremes,2,Īsākais ceļš pa virsmu,Īsākais ceļš pa virsmu,,https://problems.ru/view_by_subject_new.php?parent=1042
areaVolumeExtremes,stereometryExtremes,3,Laukuma un tilpuma ekstrēmu uzdevumi,Laukuma un tilpuma ekstrēmu uzdevumi,,https://problems.ru/view_by_subject_new.php?parent=794
otherStereometryExtremes,stereometryExtremes,4,Citi ekstrēmu uzdevumi stereometrijā,Citi ekstrēmu uzdevumi stereometrijā,,https://problems.ru/view_by_subject_new.php?parent=795
bisectorPlaneForAngleAndLocus,spatialLocus,1,Kakta bisektorplakne un ģeometriskā vieta,Kakta bisektorplakne un ģeometriskā vieta,,https://problems.ru/view_by_subject_new.php?parent=1010
bisectorPlaneForSegmentAndLocus,spatialLocus,2,Telpas nogriežņa vidusperpendikuls un ģeometriskā vieta,Telpas nogriežņa vidusperpendikuls un ģeometriskā vieta,,https://problems.ru/view_by_subject_new.php?parent=1009
skewLinesAndLocus,spatialLocus,3,Šķērsas taisnes un ģeometriskā vieta,Šķērsas taisnes un ģeometriskā vieta,,https://problems.ru/view_by_subject_new.php?parent=796
spatialConstructionsAndLocus,spatialLocus,4,Konstrukcijas telpā un ģeometriskā vieta,Konstrukcijas telpā un ģeometriskā vieta,,https://problems.ru/view_by_subject_new.php?parent=798
otherSpatialLocus,spatialLocus,5,Citas ģeometriskās vietas telpā,Citas ģeometriskās vietas telpā,,https://problems.ru/view_by_subject_new.php?parent=799
spatialLocusAsTool,spatialLocus,6,Ģeometriskā vieta telpā kā palīglīdzeklis,Ģeometriskā vieta telpā kā palīglīdzeklis,,https://problems.ru/view_by_subject_new.php?parent=1299
spatialCenterOfMass,spatialMassDistributionProperties,1,Masu centrs telpā,Masu centrs telpā,,https://problems.ru/view_by_subject_new.php?parent=784
spatialMomentOfInertia,spatialMassDistributionProperties,2,Inerces moments telpā,Inerces moments telpā,,https://problems.ru/view_by_subject_new.php?parent=785
spatialBarycentricCoordinates,spatialMassDistributionProperties,3,Baricentriskās koordinātes telpā,Baricentriskās koordinātes telpā,,https://problems.ru/view_by_subject_new.php?parent=786
